cycle_number,c_rate,voltage_mean,voltage_std,current_mean,temperature_mean,discharge_capacity,soh
209,1.5,3.6155,0.2561,5.6099,32.15,3.6792,0.733896
210,1.5,3.6129,0.2625,5.4608,33.8,3.704,0.735902
211,1.5,3.6181,0.2658,5.5093,32.9,3.6761,0.736536
212,1.5,3.6147,0.2554,5.3392,32.94,3.6764,0.734798
213,1.5,3.6267,0.2562,5.401,32.79,3.6703,0.734203
214,1.5,3.6033,0.2671,5.6911,33.29,3.6626,0.73259
215,1.5,3.6224,0.2652,5.5861,32.38,3.6663,0.733298
216,1.5,3.6015,0.2566,5.4758,32.59,3.6382,0.728472
217,1.5,3.6018,0.2666,5.4088,32.38,3.6448,0.72998
218,1.5,3.6133,0.2459,5.5751,33.09,3.663,0.729729
219,1.5,3.6033,0.2577,5.4863,32.43,3.6231,0.728517
220,1.5,3.598,0.2679,5.4943,33.69,3.6211,0.727833
221,1.5,3.6036,0.2625,5.5147,32.87,3.6519,0.728971
222,1.5,3.5944,0.259,5.7611,33.13,3.6517,0.7289
223,1.5,3.611,0.2627,5.4674,33.63,3.63,0.729478
224,1.5,3.6002,0.2641,5.534,33.54,3.6235,0.726516
225,1.5,3.5971,0.2559,5.3507,32.43,3.6414,0.725437
226,1.5,3.5995,0.2686,5.5638,33.0,3.6305,0.724364
227,1.5,3.5931,0.2722,5.3614,32.83,3.6315,0.724978
228,1.5,3.6155,0.2663,5.6112,32.67,3.6209,0.725126
229,1.5,3.6048,0.2636,5.377,32.7,3.5918,0.722176
230,1.5,3.6083,0.266,5.4822,33.94,3.6206,0.723329
231,1.5,3.6004,0.2591,5.399,33.15,3.6191,0.723189
232,1.5,3.6065,0.2678,5.5383,33.11,3.6075,0.72134
233,1.5,3.6012,0.2549,5.537,32.79,3.6002,0.71975
234,1.5,3.5954,0.2666,5.3953,33.65,3.6024,0.720841
235,1.5,3.5965,0.2678,5.2057,33.8,3.6073,0.71909
236,1.5,3.599,0.2659,5.6313,33.02,3.584,0.720319
237,1.5,3.6004,0.2629,5.3531,32.52,3.5972,0.719455
238,1.5,3.5806,0.2676,5.3444,33.49,3.573,0.716946
239,1.5,3.5995,0.2576,5.4288,32.2,3.5792,0.717691
240,1.5,3.5904,0.2648,5.222,33.13,3.5885,0.716447
241,1.5,3.6004,0.2685,5.2075,34.38,3.6054,0.718074
242,1.5,3.6106,0.2638,5.3279,32.75,3.5872,0.716497
243,1.5,3.5857,0.2605,5.2646,33.5,3.5779,0.714071
244,1.5,3.5901,0.2657,5.2364,32.32,3.5581,0.713932
245,1.5,3.5946,0.2633,5.3284,32.57,3.5866,0.716076
246,1.5,3.5841,0.2721,5.3479,32.85,3.589,0.714329
247,1.5,3.6126,0.2651,5.3066,33.1,3.5557,0.710554
248,1.5,3.5909,0.2634,5.4603,32.85,3.5629,0.71166
249,1.5,3.5919,0.2626,5.2789,33.41,3.5595,0.711889
250,1.5,3.5878,0.2776,5.0476,32.76,3.5482,0.710001
251,1.5,3.6023,0.2668,5.2748,33.08,3.5386,0.712209
252,1.5,3.5851,0.2645,5.5003,32.63,3.5746,0.710112
253,1.5,3.5809,0.2695,5.4999,32.79,3.5453,0.709549
254,1.5,3.6,0.2602,5.3155,33.36,3.5364,0.706379
255,1.5,3.6016,0.2655,5.1623,32.63,3.5201,0.708112
256,1.5,3.593,0.2651,5.2637,33.34,3.5336,0.708875
257,1.5,3.5829,0.2665,5.3606,31.97,3.5327,0.706612
258,1.5,3.6014,0.2702,5.3057,33.71,3.5265,0.707269
259,1.5,3.5937,0.2776,5.1473,33.88,3.5217,0.706645
260,1.5,3.6031,0.2681,5.2097,33.17,3.5288,0.706193
261,1.5,3.5973,0.2734,5.3106,32.48,3.499,0.703239
262,1.5,3.5998,0.2659,5.1703,32.44,3.5195,0.703849
263,1.5,3.5801,0.2621,5.0572,33.79,3.5147,0.703003
264,1.5,3.5989,0.2726,5.2661,32.34,3.5262,0.702518
265,1.5,3.5772,0.2731,5.3135,32.65,3.5176,0.703181
266,1.5,3.5783,0.2692,5.403,33.36,3.4989,0.701111
267,1.5,3.5948,0.2713,5.2358,32.54,3.494,0.699825
268,1.5,3.5891,0.2659,5.1702,32.64,3.5002,0.701325
269,1.5,3.5873,0.2516,5.1685,33.04,3.4956,0.699906
270,1.5,3.5876,0.2771,5.1279,32.53,3.5101,0.70123
271,1.5,3.5757,0.2668,5.5099,32.82,3.5003,0.698367
272,1.5,3.5687,0.2721,5.3552,33.32,3.4901,0.699717
273,1.5,3.6027,0.2682,5.1329,33.43,3.4915,0.699027
274,1.5,3.5635,0.2708,5.1978,32.17,3.4948,0.698945
275,1.5,3.5646,0.2809,5.1345,32.81,3.4789,0.697903
276,1.5,3.5824,0.2732,5.3397,32.9,3.4842,0.697511
277,1.5,3.5905,0.2666,5.3676,32.02,3.4883,0.697378
278,1.5,3.5896,0.2748,5.1068,33.43,3.4683,0.694636
279,1.5,3.5883,0.2615,5.2441,33.08,3.4709,0.694758
280,1.5,3.5776,0.254,5.1302,32.73,3.4581,0.693377
281,1.5,3.5782,0.2795,5.306,32.7,3.48,0.694202
282,1.5,3.5768,0.2712,5.2357,33.38,3.4572,0.692625
283,1.5,3.5864,0.2791,5.3087,33.03,3.4563,0.694074
284,1.5,3.5879,0.2667,5.1279,33.54,3.4724,0.692484
285,1.5,3.5933,0.2725,5.1078,32.97,3.4449,0.690735
286,1.5,3.5756,0.2743,5.3146,32.45,3.4631,0.691289
287,1.5,3.5738,0.2669,5.1556,33.71,3.4629,0.689702
288,1.5,3.5934,0.2658,5.0468,33.13,3.4341,0.690043
289,1.5,3.5922,0.2743,5.1324,33.21,3.4486,0.689712
290,1.5,3.6032,0.2759,5.1879,32.3,3.4508,0.68892
291,1.5,3.5699,0.2763,5.2059,33.06,3.4368,0.688976
292,1.5,3.5836,0.2802,5.1708,33.28,3.4489,0.68915
293,1.5,3.5759,0.2742,5.0644,32.78,3.4632,0.688007
294,1.5,3.5863,0.278,5.0368,32.49,3.4324,0.685256
295,1.5,3.6011,0.2651,5.2264,33.13,3.4497,0.687599
296,1.5,3.5713,0.2763,5.2303,33.05,3.4385,0.686491
297,1.5,3.5716,0.2695,5.1072,32.64,3.4407,0.686109
298,1.5,3.5747,0.2749,5.1455,34.46,3.4169,0.684647
299,1.5,3.5733,0.2708,5.0371,33.72,3.4153,0.683953
300,1.5,3.5584,0.2733,5.1411,33.76,3.3994,0.683556
301,1.5,3.5627,0.2763,5.0999,32.82,3.4051,0.682122
302,1.5,3.5877,0.2655,5.1791,34.03,3.4125,0.682857
303,1.5,3.5718,0.2761,5.0575,32.97,3.4013,0.682059
304,1.5,3.5757,0.28,5.0576,33.29,3.4075,0.680931
305,1.5,3.5699,0.2743,5.1327,33.76,3.3976,0.681818
306,1.5,3.5755,0.2746,5.1228,33.55,3.3925,0.680139
307,1.5,3.5667,0.274,5.0976,33.14,3.3981,0.680515
308,1.5,3.5849,0.2833,5.0105,32.99,3.4004,0.679948
309,1.5,3.5875,0.275,5.1219,33.03,3.396,0.678119
310,1.5,3.5547,0.2724,4.7944,32.76,3.3917,0.67725
311,1.5,3.5547,0.2729,5.0525,33.27,3.3888,0.679786
312,1.5,3.5559,0.2802,5.2382,33.6,3.4094,0.678074
313,1.5,3.5969,0.2744,5.0375,32.75,3.4011,0.679563
314,1.5,3.5523,0.2761,5.1956,33.4,3.3774,0.675599
315,1.5,3.5774,0.269,5.127,33.44,3.3764,0.675808
316,1.5,3.5533,0.2723,4.8713,33.74,3.3711,0.675318
317,1.5,3.5524,0.2748,4.921,33.15,3.3686,0.675969
318,1.5,3.5757,0.2773,5.0674,32.63,3.3698,0.674514
319,1.5,3.5679,0.2805,5.0367,33.61,3.3774,0.674386
320,1.5,3.5605,0.2759,4.9768,33.22,3.3685,0.672764
321,1.5,3.5516,0.2843,5.0225,33.81,3.3755,0.673902
322,1.5,3.5651,0.2712,5.0946,33.3,3.3693,0.671176
323,1.5,3.5602,0.2828,4.8136,33.91,3.3812,0.671399
324,1.5,3.5433,0.2797,4.8998,33.09,3.3673,0.672561
325,1.5,3.573,0.2827,5.1299,32.77,3.3549,0.67097
326,1.5,3.5572,0.2725,5.15,33.73,3.3642,0.668636
327,1.5,3.5615,0.2772,4.9582,34.32,3.3639,0.669505
328,1.5,3.554,0.2772,5.115,33.61,3.3375,0.668261
329,1.5,3.5755,0.2828,4.9455,33.82,3.3356,0.668132
330,1.5,3.5496,0.2832,5.0194,33.41,3.3234,0.668114
331,1.5,3.5576,0.2895,5.0233,33.0,3.3246,0.666602
332,1.5,3.562,0.2827,5.1253,33.08,3.336,0.66725
333,1.5,3.5525,0.2906,5.044,33.71,3.3325,0.668167
334,1.5,3.5588,0.2772,4.9904,34.3,3.3456,0.667681
335,1.5,3.5595,0.2874,4.9698,33.55,3.3443,0.666806
336,1.5,3.5557,0.2803,4.9478,33.49,3.3372,0.664741
337,1.5,3.5772,0.2857,4.74,32.9,3.3133,0.663798
338,1.5,3.5234,0.2806,4.8525,32.8,3.3117,0.662222
339,1.5,3.5504,0.2889,5.1055,33.32,3.3174,0.661912
340,1.5,3.5396,0.2742,4.962,34.27,3.3361,0.662715
341,1.5,3.5405,0.286,5.0629,33.19,3.3196,0.662344
342,1.5,3.5412,0.282,4.8526,32.93,3.2953,0.661423
343,1.5,3.5485,0.284,4.9664,33.05,3.3028,0.661134
344,1.5,3.5551,0.2824,4.8091,32.8,3.3162,0.661248
345,1.5,3.5644,0.2867,4.9511,33.34,3.2948,0.659691
346,1.5,3.5476,0.2777,4.7505,33.64,3.3067,0.661029
347,1.5,3.5562,0.2888,4.8766,33.87,3.3089,0.659508
348,1.5,3.5373,0.2836,4.7408,33.69,3.2902,0.658571
349,1.5,3.5417,0.2865,4.9325,33.05,3.2904,0.659051
350,1.5,3.5631,0.2884,4.9798,34.63,3.2925,0.658164
351,1.5,3.5444,0.2741,4.7985,32.98,3.2564,0.655238
352,1.5,3.5618,0.2849,4.832,33.73,3.2662,0.657108
353,1.5,3.54,0.2827,4.8104,32.69,3.2779,0.654903
354,1.5,3.5612,0.2773,4.9614,33.33,3.2796,0.655942
355,1.5,3.5581,0.2787,4.8969,33.77,3.2796,0.655355
356,1.5,3.5518,0.2927,4.759,33.62,3.2734,0.654931
357,1.5,3.5319,0.2856,4.8406,33.63,3.2617,0.653812
358,1.5,3.5581,0.284,4.9587,33.1,3.2806,0.65279
359,1.5,3.5529,0.2811,4.8547,33.06,3.2549,0.654018
360,1.5,3.5502,0.2786,4.9501,33.15,3.2634,0.654199
361,1.5,3.555,0.2841,4.7181,33.78,3.2932,0.65265
362,1.5,3.5407,0.2832,4.8511,33.71,3.2829,0.654057
363,1.5,3.542,0.29,5.0507,32.96,3.2757,0.652093
364,1.5,3.5143,0.2859,4.8906,33.23,3.2619,0.652109
365,1.5,3.5513,0.2879,4.9502,32.69,3.2641,0.650927
366,1.5,3.5451,0.2852,4.8933,33.15,3.265,0.650999
367,1.5,3.5675,0.2852,4.4955,34.4,3.2652,0.650561
368,1.5,3.5401,0.2831,4.928,32.96,3.2289,0.648901
369,1.5,3.5495,0.2888,4.7805,33.54,3.2297,0.647887
370,1.5,3.5582,0.2754,4.8378,33.49,3.2266,0.647983
371,1.5,3.5475,0.2883,4.9398,33.86,3.227,0.646363
372,1.5,3.5402,0.2895,4.854,34.47,3.2171,0.647108
373,1.5,3.5516,0.2904,4.9291,33.09,3.2152,0.645023
374,1.5,3.5457,0.2855,4.8442,32.9,3.2544,0.648211
375,1.5,3.5415,0.2844,5.1784,32.71,3.2339,0.645418
376,1.5,3.5224,0.2813,4.8508,32.86,3.2405,0.645242
377,1.5,3.5388,0.2875,4.7954,33.51,3.2487,0.646302
378,1.5,3.5185,0.2857,4.9176,33.35,3.2119,0.644521
379,1.5,3.525,0.2922,4.773,33.79,3.2136,0.64349
380,1.5,3.5637,0.2911,4.7334,33.59,3.2246,0.642647
381,1.5,3.5475,0.2724,4.722,34.09,3.2244,0.642986
382,1.5,3.5331,0.2776,4.8136,32.9,3.237,0.642987
383,1.5,3.5484,0.2922,5.0212,34.51,3.2196,0.643173
384,1.5,3.5529,0.2851,4.7407,33.93,3.21,0.641714
385,1.5,3.5246,0.2969,4.7529,33.82,3.2087,0.642267
386,1.5,3.5395,0.2837,4.8869,34.77,3.208,0.640067
387,1.5,3.529,0.2854,4.6014,33.84,3.1883,0.640318
388,1.5,3.5391,0.2958,4.7979,34.25,3.2068,0.641849
389,1.5,3.5346,0.2938,4.8123,33.37,3.2053,0.639634
390,1.5,3.5274,0.2812,4.816,33.63,3.199,0.640146
391,1.5,3.5618,0.2817,4.5916,33.43,3.197,0.63874
392,1.5,3.5411,0.2951,4.6329,33.6,3.1835,0.637814
393,1.5,3.5575,0.2933,4.7805,33.83,3.1819,0.638158
394,1.5,3.5409,0.2903,4.6429,33.15,3.1792,0.636704
395,1.5,3.5408,0.2906,4.9453,33.62,3.1908,0.637686
396,1.5,3.5363,0.277,4.7513,32.99,3.1778,0.635963
397,1.5,3.5407,0.2908,4.7691,32.99,3.1757,0.634526
398,1.5,3.5347,0.2821,4.9294,34.08,3.1813,0.635525
399,1.5,3.5365,0.2891,4.9153,32.83,3.1685,0.634385
400,1.5,3.5412,0.2907,4.8202,33.91,3.168,0.63368
401,1.5,3.5387,0.2889,4.8924,34.05,3.1478,0.634294
402,1.5,3.5273,0.2891,4.7528,32.61,3.1883,0.635657
403,1.5,3.5249,0.2918,4.7342,33.6,3.1614,0.632091
404,1.5,3.5336,0.2951,4.6813,33.22,3.152,0.632144
405,1.5,3.5396,0.2856,4.5685,33.46,3.1589,0.632853
406,1.5,3.5234,0.2944,4.7038,33.44,3.1566,0.63102
407,1.5,3.53,0.2931,4.6566,33.58,3.1714,0.631491
408,1.5,3.5314,0.2866,4.7964,32.83,3.1753,0.630644
409,1.5,3.5112,0.2934,4.6337,33.65,3.142,0.629642
410,1.5,3.5382,0.2915,4.6301,33.86,3.1603,0.628875
411,1.5,3.5326,0.2858,4.8147,32.41,3.1401,0.628775
412,1.5,3.5167,0.2883,4.715,34.2,3.1638,0.629679
413,1.5,3.5322,0.2887,4.725,33.2,3.1243,0.627967
414,1.5,3.5261,0.2907,4.9192,32.83,3.1387,0.63039
415,1.5,3.5329,0.2862,4.7799,33.89,3.1413,0.629711
416,1.5,3.5267,0.2887,4.6153,33.02,3.1501,0.628546
417,1.5,3.5091,0.2971,4.9558,34.12,3.1323,0.627367
418,1.5,3.5139,0.29,4.8169,33.38,3.133,0.628279
419,1.5,3.5253,0.2953,4.7138,33.82,3.1315,0.625337
420,1.5,3.5158,0.2989,4.6245,33.64,3.1366,0.625059
421,1.5,3.5199,0.2875,4.5116,33.63,3.1135,0.624812
422,1.5,3.5345,0.2905,4.5939,33.63,3.107,0.624277
423,1.5,3.5374,0.2962,4.7486,34.22,3.1402,0.624636
424,1.5,3.521,0.286,4.6119,33.86,3.1201,0.624044
425,1.5,3.5245,0.2989,4.6315,34.5,3.1135,0.62333
426,1.5,3.5275,0.2936,4.7555,33.17,3.1093,0.621497
427,1.5,3.5217,0.2992,4.6251,34.62,3.1173,0.622031
428,1.5,3.4998,0.2932,4.7946,33.65,3.1196,0.62287
429,1.5,3.5154,0.2955,4.7056,32.69,3.1219,0.621946
430,1.5,3.5219,0.2888,4.4313,33.75,3.1089,0.620914
431,1.5,3.5054,0.2969,4.6294,33.25,3.1095,0.620793
432,1.5,3.5156,0.2923,4.8108,32.49,3.0939,0.622043
433,1.5,3.5214,0.2925,4.6189,33.63,3.1189,0.621676
434,1.5,3.5157,0.2907,4.8953,33.74,3.0954,0.618232
435,1.5,3.5064,0.3029,4.3952,34.14,3.0897,0.619476
436,1.5,3.5216,0.2938,4.6335,33.86,3.08,0.617966
437,1.5,3.5251,0.303,4.5447,33.94,3.0894,0.61649
438,1.5,3.529,0.2959,4.5955,34.17,3.0959,0.617267
439,1.5,3.5059,0.2932,4.7847,33.24,3.1003,0.617761
440,1.5,3.5302,0.2897,4.6677,33.0,3.0717,0.615566
441,1.5,3.5307,0.2956,4.6592,33.2,3.0696,0.61786
442,1.5,3.5184,0.2903,4.4932,33.48,3.0736,0.613605
443,1.5,3.5256,0.2893,4.5839,33.52,3.0962,0.615937
444,1.5,3.5401,0.2885,4.6922,33.66,3.0917,0.615008
445,1.5,3.5065,0.2923,4.6449,34.03,3.0789,0.614182
446,1.5,3.5165,0.3014,4.5797,34.38,3.085,0.615195
447,1.5,3.5203,0.2878,4.4915,33.83,3.0703,0.613849
448,1.5,3.5229,0.2982,4.4743,34.02,3.0714,0.611522
449,1.5,3.522,0.2966,4.6641,33.68,3.0729,0.614815
450,1.5,3.5383,0.2893,4.582,34.06,3.0498,0.612312
451,1.5,3.5014,0.2991,4.7757,33.32,3.0742,0.613508
452,1.5,3.5285,0.2921,4.5765,33.82,3.0539,0.611691
453,1.5,3.524,0.2999,4.6386,33.46,3.0509,0.609889
454,1.5,3.5108,0.2976,4.6114,33.22,3.059,0.611151
455,1.5,3.5446,0.3015,4.6168,33.44,3.048,0.610061
456,1.5,3.5154,0.2878,4.413,33.56,3.0402,0.60932
457,1.5,3.5274,0.2897,4.4965,33.51,3.063,0.609551
458,1.5,3.5328,0.2938,4.5579,34.08,3.0425,0.609047
459,1.5,3.519,0.3007,4.6109,33.48,3.0289,0.606535
460,1.5,3.506,0.2992,4.5719,34.28,3.0517,0.607407
461,1.5,3.5,0.3003,4.5581,33.0,3.0385,0.608609
462,1.5,3.5121,0.3014,4.5242,33.74,3.0568,0.608228
463,1.5,3.5241,0.2913,4.5107,33.98,3.0414,0.605999
464,1.5,3.5037,0.3025,4.6748,33.57,3.026,0.60752
465,1.5,3.5151,0.2971,4.6034,33.77,3.0166,0.604735
466,1.5,3.5084,0.2976,4.4096,33.45,2.9988,0.603401
467,1.5,3.5212,0.3046,4.4527,34.11,3.0114,0.604578
468,1.5,3.5131,0.2884,4.4521,33.98,3.0255,0.605166
469,1.5,3.5102,0.3002,4.544,34.05,3.0305,0.604735
470,1.5,3.5056,0.2992,4.5795,33.7,3.0234,0.604139
471,1.5,3.5107,0.2956,4.6168,34.35,3.0053,0.603786
472,1.5,3.5117,0.2932,4.476,33.85,3.0035,0.601903
473,1.5,3.5137,0.2993,4.461,34.15,2.9969,0.602077
474,1.5,3.5008,0.3025,4.5197,33.98,3.0149,0.603564
475,1.5,3.5033,0.3,4.4663,33.32,3.0175,0.602159
476,1.5,3.4909,0.289,4.5088,33.31,3.0092,0.603174
477,1.5,3.4898,0.2906,4.5378,33.76,3.0068,0.601095
478,1.5,3.5097,0.3063,4.5281,32.87,2.9917,0.600043
479,1.5,3.5157,0.3004,4.3239,33.02,2.9975,0.600095
480,1.5,3.5023,0.2938,4.5574,33.54,2.994,0.600097
481,1.5,3.5125,0.2989,4.6518,33.52,2.9896,0.59706
482,1.5,3.5036,0.2989,4.4633,33.64,3.001,0.599139
483,1.5,3.4917,0.311,4.5339,33.17,2.9903,0.597449
484,1.5,3.5014,0.302,4.3792,34.03,2.9862,0.596911
485,1.5,3.51,0.2932,4.535,33.33,2.9925,0.59713
486,1.5,3.4998,0.3025,4.4567,33.31,2.9856,0.596259
487,1.5,3.4866,0.3046,4.657,33.47,2.9964,0.598488
488,1.5,3.49,0.3046,4.329,33.66,2.9731,0.595223
489,1.5,3.4973,0.3024,4.4639,33.79,2.9646,0.594893
490,1.5,3.492,0.3124,4.5185,33.71,2.979,0.596111
491,1.5,3.5007,0.3028,4.3749,34.66,2.981,0.596487
492,1.5,3.5039,0.3045,4.4822,33.83,2.9602,0.594461
493,1.5,3.4968,0.3073,4.3335,33.47,2.963,0.59331
494,1.5,3.5054,0.3009,4.4866,33.59,2.9717,0.59479
495,1.5,3.4966,0.3033,4.5091,32.97,2.9854,0.594093
496,1.5,3.4925,0.3089,4.5264,34.49,2.954,0.592624
497,1.5,3.5056,0.301,4.4161,33.73,2.9783,0.592912
498,1.5,3.4964,0.3107,4.3729,34.17,2.9543,0.592097
499,1.5,3.5157,0.3065,4.4344,33.54,2.9484,0.593311
500,1.5,3.5098,0.3105,4.3667,33.81,2.9648,0.591358
1,2.0,3.7795,0.1898,9.666,37.73,4.8292,0.96815
2,2.0,3.766,0.2096,9.5709,37.69,4.7554,0.953672
3,2.0,3.7507,0.2028,9.2398,37.27,4.6976,0.940987
4,2.0,3.7495,0.2177,9.2422,37.54,4.6817,0.934574
5,2.0,3.7373,0.2172,9.3007,37.56,4.6288,0.927116
6,2.0,3.741,0.2081,9.198,37.09,4.6044,0.920096
7,2.0,3.7387,0.2158,9.1591,37.89,4.5717,0.91374
8,2.0,3.7235,0.2101,9.2093,36.31,4.5402,0.908152
9,2.0,3.7258,0.2138,9.0125,37.67,4.5064,0.90196
10,2.0,3.7143,0.2209,8.8029,36.88,4.4871,0.895116
11,2.0,3.7174,0.2185,8.9629,37.25,4.4549,0.891724
12,2.0,3.7238,0.2278,8.9535,37.52,4.4254,0.886119
13,2.0,3.7252,0.2335,8.7745,37.98,4.3925,0.880805
14,2.0,3.7004,0.235,8.7548,36.4,4.3875,0.876898
15,2.0,3.7204,0.2374,8.7374,37.05,4.3695,0.875056
16,2.0,3.6846,0.2353,8.824,37.08,4.3527,0.870234
17,2.0,3.6925,0.2282,8.6085,36.64,4.3315,0.864259
18,2.0,3.68,0.2296,8.6995,37.95,4.3163,0.862357
19,2.0,3.706,0.2349,8.6999,37.47,4.2936,0.859364
20,2.0,3.6995,0.2374,8.5332,37.72,4.2845,0.854152
21,2.0,3.6855,0.2356,8.544,36.56,4.2424,0.848344
22,2.0,3.6838,0.2407,8.598,36.87,4.2581,0.84759
23,2.0,3.6598,0.2342,8.4189,37.42,4.2296,0.843825
24,2.0,3.6717,0.2372,8.4209,37.68,4.1941,0.839605
25,2.0,3.6667,0.2367,8.3133,36.44,4.1866,0.836492
26,2.0,3.6774,0.2426,8.314,37.41,4.1671,0.834351
27,2.0,3.6786,0.2467,8.2542,37.58,4.1532,0.830837
28,2.0,3.6719,0.2413,8.1554,37.83,4.1304,0.828085
29,2.0,3.6487,0.2428,8.3094,37.47,4.1116,0.824632
30,2.0,3.6705,0.2406,8.122,37.12,4.1077,0.822461
31,2.0,3.6525,0.2462,8.166,37.12,4.0909,0.818308
32,2.0,3.6501,0.2539,8.0439,37.51,4.0509,0.813789
33,2.0,3.6405,0.2384,8.2863,37.49,4.0804,0.813255
34,2.0,3.6625,0.2454,8.0243,37.09,4.0338,0.807332
35,2.0,3.6553,0.239,8.0839,36.48,4.0385,0.805922
36,2.0,3.6544,0.2518,7.9668,36.87,4.0263,0.802855
37,2.0,3.6332,0.2471,8.0568,37.47,4.0122,0.802813
38,2.0,3.625,0.2509,7.9497,36.57,3.9931,0.799882
39,2.0,3.6351,0.2549,7.9524,37.35,3.9714,0.794547
40,2.0,3.6413,0.2432,7.8651,36.69,3.9624,0.794897
41,2.0,3.6334,0.2469,7.8894,37.32,3.9521,0.79194
42,2.0,3.6445,0.2449,7.8094,36.86,3.9618,0.78901
43,2.0,3.6307,0.2519,7.7733,36.7,3.9175,0.785689
44,2.0,3.6099,0.2615,7.9253,37.24,3.9244,0.78642
45,2.0,3.6218,0.2463,7.9815,37.7,3.897,0.780274
46,2.0,3.6142,0.2611,7.7377,38.01,3.8828,0.780285
47,2.0,3.6162,0.2557,7.8741,37.57,3.8809,0.775973
48,2.0,3.6205,0.2454,7.7747,37.73,3.8699,0.773189
49,2.0,3.6106,0.2602,7.5604,37.83,3.8626,0.77171
50,2.0,3.6095,0.2551,7.7263,36.89,3.846,0.771325
51,2.0,3.6193,0.2509,7.7745,37.82,3.8469,0.767499
52,2.0,3.6147,0.2655,7.8487,37.58,3.8186,0.765635
53,2.0,3.6096,0.2532,7.6078,37.36,3.8082,0.763632
54,2.0,3.6034,0.26,7.6083,36.85,3.7832,0.759861
55,2.0,3.5974,0.2684,7.5892,37.59,3.7894,0.75667
56,2.0,3.6001,0.2672,7.6243,37.26,3.7848,0.757337
57,2.0,3.6044,0.2636,7.458,37.31,3.7765,0.755148
58,2.0,3.6027,0.2633,7.5631,37.64,3.7725,0.753003
59,2.0,3.6033,0.2674,7.4001,37.26,3.7521,0.750083
60,2.0,3.6028,0.2702,7.4125,37.67,3.7291,0.745199
61,2.0,3.5971,0.2667,7.578,38.14,3.7184,0.746687
62,2.0,3.604,0.269,7.278,38.1,3.7138,0.742861
63,2.0,3.5843,0.2627,7.1988,37.61,3.7149,0.740531
64,2.0,3.5909,0.2631,7.2608,37.52,3.6833,0.738675
65,2.0,3.5811,0.2778,7.4659,37.63,3.6897,0.736321
66,2.0,3.5857,0.2694,7.3661,38.21,3.6816,0.734909
67,2.0,3.5816,0.2731,7.4082,37.22,3.6644,0.733666
68,2.0,3.5898,0.2802,7.1748,37.36,3.643,0.729457
69,2.0,3.5826,0.2669,7.3427,38.14,3.6394,0.728684
70,2.0,3.5981,0.2742,7.2697,37.02,3.627,0.725893
71,2.0,3.5833,0.2729,7.3416,37.61,3.6276,0.725467
72,2.0,3.558,0.2835,7.309,37.17,3.603,0.722269
73,2.0,3.5923,0.2666,7.2219,37.16,3.6042,0.72105
74,2.0,3.5586,0.2727,7.1053,37.43,3.6021,0.720256
75,2.0,3.5672,0.2715,7.1516,36.62,3.6023,0.718974
76,2.0,3.5661,0.2765,7.2327,37.7,3.5701,0.715489
77,2.0,3.5821,0.2746,7.1839,37.52,3.5725,0.71458
78,2.0,3.5748,0.2702,7.2619,37.63,3.5407,0.71185
79,2.0,3.5717,0.2851,6.9084,37.46,3.542,0.709421
80,2.0,3.5676,0.2861,7.0736,37.52,3.5412,0.70615
81,2.0,3.5515,0.2793,6.9212,37.29,3.5482,0.707043
82,2.0,3.5588,0.28,7.0658,38.11,3.522,0.70449
83,2.0,3.5527,0.2732,7.1485,37.72,3.5194,0.702424
84,2.0,3.5582,0.2863,7.0289,38.36,3.4954,0.701138
85,2.0,3.5597,0.2833,6.9711,38.02,3.514,0.701146
86,2.0,3.5659,0.2802,6.9722,37.02,3.4622,0.695143
87,2.0,3.5561,0.2787,7.0792,38.13,3.508,0.697629
88,2.0,3.5468,0.2774,6.831,38.63,3.4794,0.694991
89,2.0,3.5621,0.2884,6.7722,37.47,3.4564,0.69248
90,2.0,3.5451,0.2877,6.7851,37.31,3.454,0.691401
91,2.0,3.5592,0.2804,7.0328,37.26,3.4447,0.689195
92,2.0,3.544,0.2734,6.9144,37.93,3.4399,0.687833
93,2.0,3.5445,0.2942,6.713,37.45,3.4374,0.686021
94,2.0,3.5434,0.281,6.8892,37.4,3.4299,0.683205
95,2.0,3.5362,0.2878,7.0414,37.62,3.4091,0.682572
96,2.0,3.5392,0.2723,6.8411,37.29,3.3918,0.680057
97,2.0,3.5309,0.2852,6.9183,37.95,3.3717,0.677162
98,2.0,3.552,0.2795,6.7967,37.71,3.3838,0.675589
99,2.0,3.5475,0.2864,6.8594,37.98,3.3785,0.673419
100,2.0,3.5294,0.2876,6.7964,37.36,3.3665,0.673946
101,2.0,3.5379,0.2871,6.7859,38.23,3.3653,0.670019
102,2.0,3.52,0.2922,6.6908,37.81,3.3453,0.667796
103,2.0,3.5303,0.2915,6.7864,36.66,3.3307,0.668488
104,2.0,3.5384,0.2869,6.7023,37.28,3.351,0.668411
105,2.0,3.5335,0.3026,6.5593,37.27,3.3432,0.664562
106,2.0,3.53,0.2867,6.6552,37.56,3.317,0.666205
107,2.0,3.5239,0.29,6.4553,38.36,3.3165,0.662544
108,2.0,3.5269,0.2901,6.6633,37.65,3.3063,0.661312
109,2.0,3.5391,0.2954,6.6173,37.73,3.3142,0.659797
110,2.0,3.5327,0.2833,6.7139,38.28,3.2931,0.658344
111,2.0,3.5216,0.2942,6.504,37.77,3.2943,0.65632
